x1,x2,x1^2,x2^2,x1*x2,y
2.0527386943296175,-6.939313960084295,4.2137361471980626,48.154078236620784,-14.244598277966723,0
1.5012460820945372,-5.051633957218366,2.253739799004198,25.519005637721687,-7.583745686449794,0
1.6652645742878882,-5.577865745741248,2.7731061023782217,31.11258627751357,-9.288622226516795,0
1.2034771833463678,-4.012685640425253,1.4483573308353068,16.10164604887502,-4.829175612193399,0
1.2825777958078415,-4.256974246423362,1.645005802299301,18.121829734711753,-5.459900645788423,0
1.9093003886688935,-6.3083980883824236,3.645427974171188,39.795886441507015,-12.044626922026666,0
1.1919432901118243,-3.9204450892956597,1.4207288068426005,15.369889698182453,-4.6729482184378135,0
1.506220200006628,-4.931857963818648,2.2686992909080064,24.32322297528142,-7.428464088667205,0
1.2207538591795484,-3.979236954707643,1.4902399847017607,15.834326741710957,-4.8576688690492285,0
1.5693261196558825,-5.0926253346647785,2.4627844698341894,25.934832799269547,-7.991989955310717,0
1.4579637377020878,-4.710198753008815,2.125658260454242,22.1859722928458,-6.867298979256446,0
1.3707311146961076,-4.408753979076366,1.8789037887960338,19.437111648021688,-6.043216256160247,0
1.8500779617681278,-5.92422763174749,3.42278846462011,35.09647303276047,-10.960282981993819,0
1.7741291103073553,-5.656034003314518,3.147534100039968,31.990720646650058,-10.034534574168536,0
1.6848403686587359,-5.3478293116931335,2.838687067862105,28.599278347004255,-9.010238709037052,0
1.4974511885460393,-4.732278381894865,2.2423600620779456,22.394458683749484,-7.086355887499193,0
1.4422554351064685,-4.53800959003922,2.080100740094149,20.593531039287928,-6.5449689957993415,0
1.5890350922467438,-4.9781623036838525,2.5250325243916176,24.782099921818922,-7.910474595453533,0
1.2339856745080453,-3.8491486538672737,1.5227206448910755,14.815945359568245,-4.749794297924142,0
1.239817888368597,-3.850685693682345,1.537148396318767,14.827780311529882,-4.774149005512411,0
0.7592242603921542,-2.3479151869016888,0.5764214775680135,5.512705724883592,-1.782594171238941,0
1.1955761442251993,-3.681528890477662,1.4294023166403946,13.553654971421684,-4.401548115730959,0
1.0374418084764456,-3.1809716277377014,1.0762855059748782,10.11858049647224,-3.3000729581924637,0
1.4457598848842075,-4.414115315939377,2.0902216447403967,19.484414022410583,-6.38175085103813,0
1.4689049234881404,-4.465796895531759,2.1576816742476996,19.943341912141097,-6.5598310471446535,0
1.7319804124365183,-5.243391684804506,2.999756149063772,27.49315636027704,-9.08145169281392,0
1.6507250042225468,-4.97638889001697,2.724893039565527,24.764446384684334,-8.214649571486298,0
1.7629563495353502,-5.2924596846828456,3.1080150903670076,28.010129513993245,-9.33037540577148,0
1.5666718534177768,-4.683565132901139,2.454460696291492,21.935782354127262,-7.337609667365103,0
